cluster,lat,lon,size,method
79,34.214198076923076,-118.52009230769232,52,hdbscan
256,33.99555576923076,-118.25077499999998,52,hdbscan
472,34.061178846153844,-118.2781403846154,52,hdbscan
389,34.079805769230774,-118.30586538461537,52,hdbscan
107,34.066684615384624,-118.21555384615387,52,hdbscan
100,34.18948653846154,-118.54620192307692,52,hdbscan
43,34.194161538461536,-118.49722307692309,52,hdbscan
323,34.098,-118.34699038461537,52,hdbscan
147,34.24859423076923,-118.44654423076923,52,hdbscan
275,34.01024901960784,-118.30890196078431,51,hdbscan
262,34.0283431372549,-118.35652156862746,51,hdbscan
314,33.93631960784313,-118.26340980392159,51,hdbscan
34,34.27477254901961,-118.44818235294117,51,hdbscan
117,34.193250980392165,-118.60510392156863,51,hdbscan
136,34.14921568627451,-118.43016470588235,51,hdbscan
255,34.024829411764706,-118.31371764705881,51,hdbscan
265,34.02543333333333,-118.33451960784315,51,hdbscan
220,34.098429411764705,-118.36346078431373,51,hdbscan
58,33.98906,-118.44955600000002,50,hdbscan
420,34.06795399999999,-118.29279000000001,50,hdbscan
446,34.051435999999995,-118.292562,50,hdbscan
251,33.986998,-118.300238,50,hdbscan
346,34.097956,-118.33984399999997,50,hdbscan
301,33.946986,-118.243856,50,hdbscan
324,34.096276,-118.34941799999999,50,hdbscan
336,34.10163599999999,-118.32487800000001,50,hdbscan
462,34.045495918367344,-118.26303061224492,49,hdbscan
510,34.044738775510204,-118.24523673469388,49,hdbscan
243,34.005179591836736,-118.32996326530612,49,hdbscan
122,34.20101632653061,-118.599506122449,49,hdbscan
378,34.08861224489796,-118.30908163265308,49,hdbscan
221,34.07274489795918,-118.24859591836737,49,hdbscan
422,34.064220408163266,-118.2961326530612,49,hdbscan
385,34.025783673469384,-118.27719795918367,49,hdbscan
253,34.089855102040815,-118.33802653061225,49,hdbscan
246,34.076161224489795,-118.37665102040816,49,hdbscan
447,34.03673469387755,-118.26699387755102,49,hdbscan
439,34.05720204081632,-118.29417142857145,49,hdbscan
242,34.00919791666667,-118.32407708333334,48,hdbscan
69,34.182235416666664,-118.53611666666667,48,hdbscan
178,34.1896125,-118.45742708333334,48,hdbscan
424,34.00714166666666,-118.28593958333333,48,hdbscan
223,34.05165208333333,-118.36886666666668,48,hdbscan
104,34.12093958333333,-118.18596458333333,48,hdbscan
418,34.0461125,-118.2728,48,hdbscan
381,34.019355319148936,-118.28118085106385,47,hdbscan
494,33.96296382978722,-118.28365531914892,47,hdbscan
194,34.17758297872341,-118.38265106382977,47,hdbscan
188,34.2032914893617,-118.45601276595745,47,hdbscan
235,34.01006170212766,-118.33501914893618,47,hdbscan
310,33.94378936170213,-118.26481276595742,47,hdbscan
363,33.9925340425532,-118.25852127659574,47,hdbscan
