feature,importance
trend_7d,0.02626496442581324
month,0.038974063246074796
dow_cos,0.04029728329856698
month_cos,0.052794532186141024
quarter,0.06084673125693463
prev_day_count,0.06524645509152992
dow_sin,0.07220266363942293
weapon_count,0.08065191631603673
is_weekend,0.14948977183582848
day_of_week,0.1922336963353831
part1_count,0.2355118992808651
part2_count,0.24332070456231392
prev_30d_mean,0.46824210978188685
prev_7d_mean,5.169435806387411
prev_7d_sum,5.368983917040858
